asset_path,line,category,evidence
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",48,"network-serialization","SerializeValue(ref quantity);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",49,"network-serialization","SerializeValue(ref unitWeight);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",50,"network-serialization","SerializeValue(ref flags);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",66,"network-serialization","INetworkSerializable, IEquatable<ShipTelemetryState>"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",96,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",98,"network-serialization","SerializeValue(ref shipNetworkObjectId);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",99,"network-serialization","SerializeValue(ref keyInstanceId);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",100,"network-serialization","SerializeValue(ref displayName);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",101,"network-serialization","SerializeValue(ref className);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",102,"network-serialization","SerializeValue(ref position);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",103,"network-serialization","SerializeValue(ref rotationEuler);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",104,"network-serialization","SerializeValue(ref fuelNormalized);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",105,"network-serialization","SerializeValue(ref fuelMax);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",106,"network-serialization","SerializeValue(ref hullCurrent);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",107,"network-serialization","SerializeValue(ref hullMax);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",108,"network-serialization","SerializeValue(ref cargoUsed);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",109,"network-serialization","SerializeValue(ref cargoMax);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",110,"network-serialization","SerializeValue(ref moduleCount);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",111,"network-serialization","SerializeValue(ref state);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",112,"network-serialization","SerializeValue(ref ownerClientId);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",113,"network-serialization","SerializeValue(ref lastUpdateServerTime);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",114,"network-serialization","SerializeValue(ref shipColorR);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",115,"network-serialization","SerializeValue(ref shipColorG);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",116,"network-serialization","SerializeValue(ref shipColorB);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",121,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",127,"network-serialization","NetworkSerialize(serializer);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",72,"spatial-member","public Vector3 position;"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",73,"spatial-member","public Vector3 rotationEuler;"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",138,"position-access","other.position) return false;"
"Assets/_Project/Scripts/Ship/PilotSeatController.cs",134,"position-access","transform.position, interactRadius);"
"Assets/_Project/Scripts/Ship/RepairManager.cs",46,"spatial-member","public Vector3 Position => transform.position;"
"Assets/_Project/Scripts/Ship/RepairManager.cs",46,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/RepairManager.cs",94,"position-access","transform.position, _interactionRadius);"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",51,"spatial-member","public Vector3 ManualBoundsSize = new Vector3(8f, 4f, 15f);"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",73,"spatial-member","private Vector3 _shipBoundsSize;"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",94,"spatial-member","private Vector3 GetShipVisualSize(GameObject root)"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",156,"position-access","transform.localPosition = Vector3.zero;"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",207,"position-access","transform.position : transform.position;"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",210,"position-access","transform.position = shipPos + shipRot * _spawnOffsets[0];"
"Assets/_Project/Scripts/Ship/ShipContrailVfx.cs",217,"position-access","transform.position = shipPos + shipRot * _spawnOffsets[i];"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",11,"navigation","NavMeshAgent привязан к статичному мировому NavMesh, а NavMeshDataInstance нельзя"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",27,"navigation","NavMesh.AddNavMeshData дорог (6-50ms) + внутри unity вызывает NotifyNavMeshAdded →"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",33,"navigation","NavMeshSurface при корабле в origin/identity — см. §5 доки). Рантайм использует"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",38,"navigation","NavMesh палубы"")]"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",39,"navigation","NavMeshSurface при ShipRoot в origin/identity). "" +"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",59,"navigation","NavMeshDataInstance _instance;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",104,"navigation","NavMesh.SamplePosition(navPos, out NavMeshHit hit, maxDistance, NavMesh.AllAreas))"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",191,"navigation","NavMesh.AddNavMeshData internally calls NavMeshManager.NotifyNavMeshAdded"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",200,"navigation","NavMesh.AddNavMeshData(_deckNavMeshData, _navFrameOrigin, Quaternion.identity);"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",209,"navigation","NavMesh registration failed at {_navFrameOrigin}. "" +"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",60,"spatial-member","private Vector3 _navFrameOrigin;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",64,"spatial-member","private Vector3 _lastRegisteredShipPos;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",91,"spatial-member","public Vector3 NavFrameOrigin => _navFrameOrigin;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",94,"spatial-member","public Vector3 WorldToDeckLocal(Vector3 world) => transform.InverseTransformPoint(world);"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",95,"spatial-member","public Vector3 DeckLocalToWorld(Vector3 deckLocal) => transform.TransformPoint(deckLocal);"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",96,"spatial-member","public Vector3 DeckLocalToNav(Vector3 deckLocal) => _navFrameOrigin + deckLocal;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",97,"spatial-member","public Vector3 NavToDeckLocal(Vector3 navPos) => navPos - _navFrameOrigin;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",53,"position-access","ShipRoot.position ⇒ navPos = точка на палубе в мире = позиция на навмеше. "" +"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",106,"position-access","hit.position));"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",141,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",185,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",189,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",52,"point-conversion","InverseTransformPoint(world), "" +"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",94,"point-conversion","InverseTransformPoint(world);"
"Assets/_Project/Scripts/Ship/ShipDeckNav.cs",95,"point-conversion","TransformPoint(deckLocal);"
"Assets/_Project/Scripts/Ship/ShipModule.cs",133,"spatial-member","public Vector3 attachPositionOffset = Vector3.zero;"
"Assets/_Project/Scripts/Ship/ShipModule.cs",136,"spatial-member","public Vector3 attachRotationOffset = Vector3.zero;"
"Assets/_Project/Scripts/Ship/ShipModule.cs",139,"spatial-member","public Vector3 attachScale = Vector3.one;"
"Assets/_Project/Scripts/Ship/ShipModuleVisualApplier.cs",109,"position-access","transform.localPosition = module.attachPositionOffset;"
"Assets/_Project/Scripts/Ship/ShipModuleVisualApplier.cs",108,"lifecycle-placement","Instantiate(module.visualPrefab, parent);"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",29,"spatial-member","private Vector3 _positionAmplitude = new Vector3(0.01f, 0.01f, 0.02f);"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",32,"spatial-member","private Vector3 _rotationAmplitude = new Vector3(0.5f, 0.3f, 0.5f);"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",55,"spatial-member","private Vector3 _baseLocalPos;"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",67,"position-access","transform.localPosition;"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",137,"position-access","transform.localPosition = _baseLocalPos + posOffset;"
"Assets/_Project/Scripts/Ship/ShipPartShake.cs",149,"position-access","transform.localPosition = _baseLocalPos;"
"Assets/_Project/Scripts/Ship/ShipWindZone.cs",73,"spatial-member","public Vector3 GetWindForceAtPosition(Vector3 position)"
"Assets/_Project/Scripts/Ship/ShipWindZone.cs",115,"position-access","transform.position);"
"Assets/_Project/Scripts/Ship/ShipWindZone.cs",135,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/ShipWindZone.cs",141,"point-conversion","TransformPoint(box.center);"
"Assets/_Project/Scripts/Ship/ShipWindZone.cs",146,"point-conversion","TransformPoint(sphere.center);"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",103,"spatial-member","public Vector3 direction; // направление ветра вдоль сплайна (мировое)"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",104,"spatial-member","public Vector3 nearestPoint; // ближайшая точка на сплайне (мировая)"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",134,"spatial-member","public Vector3 GetWindForceAtPosition(Vector3 worldPosition)"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",147,"spatial-member","public Vector3 GetWindDirection(Vector3 worldPosition)"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",155,"point-conversion","InverseTransformPoint(worldPosition);"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",230,"point-conversion","TransformPoint(localPos);"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",250,"point-conversion","TransformPoint(localPos);"
"Assets/_Project/Scripts/Ship/SplineWindZone.cs",279,"point-conversion","TransformPoint(firstPos);"
"Assets/_Project/Scripts/Ship/TurbulenceEffect.cs",42,"spatial-member","private Vector3 _currentTurbulenceForce;"
"Assets/_Project/Scripts/Ship/TurbulenceEffect.cs",45,"spatial-member","private Vector3 _currentTurbulenceTorque;"
"Assets/_Project/Scripts/Ship/UI/RepairManagerWindow.cs",660,"position-access","transform.position : Vector3.zero,"
"Assets/_Project/Scripts/Ship/UI/RepairManagerWindow.cs",661,"position-access","transform.position);"
"Assets/_Project/Scripts/Ship/UI/RepairManagerWindow.cs",680,"position-access","transform.position, _shipRecallCost);"
"Assets/_Project/Scripts/Ship/UI/ShipHudController.cs",164,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Scripts/Ship/UI/ShipHudController.cs",1000,"position-access","transform.position.y;"
"Assets/_Project/Scripts/Ship/UI/ShipHudController.cs",114,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/Ship/UI/ShipObservationCamera.cs",78,"position-access","transform.position = _target.position + dir * _distance;"
"Assets/_Project/Scripts/Ship/UI/ShipObservationCamera.cs",79,"position-access","_target.position);"
"Assets/_Project/Scripts/Ship/WindZoneData.cs",34,"spatial-member","public Vector3 windDirection = Vector3.forward;"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",129,"position-access","transform.position = origin;"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",202,"position-access","transform.localPosition = Vector3.zero;"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",54,"lifecycle-placement","DontDestroyOnLoad(go);"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",4,"world-space-effects","LineRenderer-based) на debugVisualizeDuration секунд с fade-out."
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",24,"world-space-effects","LineRenderer-based"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",94,"world-space-effects","LineRenderer ребёнке root'а."
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",96,"world-space-effects","LineRenderer>();"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",197,"world-space-effects","LineRenderer as child of root with local-space positions."
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",205,"world-space-effects","LineRenderer>();"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",206,"world-space-effects","useWorldSpace = false;"
"Assets/_Project/Scripts/Skills/Debug/SkillAoeDebugVisualizer.cs",208,"world-space-effects","SetPositions(positions);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",3,"network-serialization","INetworkSerializable struct. Design: docs/Character/06_SKILL_TREE.md §2.2-§2.3."
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",18,"network-serialization","INetworkSerializable, IEquatable<SkillsSnapshotDto>"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",24,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",33,"network-serialization","SerializeValue(ref len);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",42,"network-serialization","SerializeValue(ref sLen);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",48,"network-serialization","SerializeValue(ref bytes[j]);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",54,"network-serialization","SerializeValue(ref bytes[j]);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",88,"network-serialization","INetworkSerializable, IEquatable<SkillResultDto>"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",94,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",97,"network-serialization","SerializeValue(ref codeByte);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",107,"network-serialization","SerializeValue(ref sLen);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",113,"network-serialization","SerializeValue(ref bytes[j]);"
"Assets/_Project/Scripts/Skills/Dto/SkillsDto.cs",119,"network-serialization","SerializeValue(ref bytes[j]);"
"Assets/_Project/Scripts/Skills/SkillAnimationPlayer.cs",165,"position-access","transform.position;"
"Assets/_Project/Scripts/Skills/SkillAnimationPlayer.cs",169,"position-access","transform.position = pos;"
"Assets/_Project/Scripts/Skills/SkillAnimationPlayer.cs",266,"position-access","transform.position.y;"
"Assets/_Project/Scripts/Skills/SkillInputService.cs",867,"physics-query","Physics.Raycast(origin, forward, out RaycastHit hit, Mathf.Max(throwRange, 50f), ~0, QueryTriggerInteraction.Ignore))"
"Assets/_Project/Scripts/Skills/SkillInputService.cs",821,"spatial-member","private Vector3 GetThrowTarget(float throwRange, ulong targetId)"
"Assets/_Project/Scripts/Skills/SkillInputService.cs",860,"spatial-member","private Vector3 FindThrowTargetPoint(float throwRange = 15f)"
